Rank	Team	Elo (initial 25)
615	Screaming Eagles (1831)	1775.845171222689
616	Jagbots (4638)	1775.778422759947
617	SteamPunk (1577)	1774.9562881331608
618	Desert Developers (6060)	1774.7093139845294
619	Lotus Robotics (1127)	1773.9588163045262
620	Robo Rockin' Bots (2035)	1773.5237506998535
621	KnightVision (3991)	1772.2141250308023
622	BERT (4750)	1772.1488521590045
623	The Mavericks (2252)	1772.0252871898529
624	Jacked Up Jackets (5046)	1770.8837030086643
625	Rapid Acceleration (4593)	1770.818069556909
626	ProDigi (3277)	1769.913670181406
627	The Angry Marines (5680)	1769.750934804939
628	Cowboys (1818)	1769.4658735791966
629	Steel Horses (4773)	1768.6477988831948
630	MindCraft (3495)	1768.2593443498367
631	Team C.H.A.O.S. (74)	1768.0690263013394
632	The Asimovians (5632)	1767.7037979034706
633	Hot Spot Robotics (2853)	1767.5534699829036
634	Bonds (5811)	1767.5479485933554
635	Warlocks (1507)	1767.072015870397
636	KAOTIC Robotics (4539)	1766.7808013480021
637	Copper Bots (2586)	1766.1757301513014
638	Cheese Curd Herd (171)	1765.6827843980684
639	Team PyroTech (3459)	1764.944257531925
640	Iron Mechs (5684)	1764.6654302458712
641	Robosaurus (4583)	1764.6347565085257
642	High Desert Droids (753)	1763.9830779105455
643	Bolton Bear Bots (3666)	1762.5625533681446
644	RoboCubs (1701)	1762.2494090348684
645	Hammerheads (5000)	1761.0744170327496
646	Rebel Alliance (4624)	1760.5713962071598
647	WorBots (4145)	1760.3871764567896
648	Bionics (4909)	1760.1186947853707
649	Camdenton 4H LASER (3284)	1759.8492001681748
650	Leland Zebrotics (6075)	1759.7750385634442
651	King's Mechavaliers (4519)	1758.493811742931
652	The Big Red Theory  (5162)	1758.3480539463878
653	Mechatronics (3313)	1758.0834790616952
654	NohoRobo (3328)	1757.8485071703872
655	RoboWarriors (3011)	1757.3749915854805
656	Rocky Mtn. Robotics (662)	1757.0064889360956
657	Team Inconceivable! (1729)	1756.698661648247
658	Windham Windup (3467)	1756.478580599913
659	The Big Bang (1285)	1755.8537939189948
660	DM High Voltage (2852)	1755.7423696979452
661	RHUMBOTZ (5726)	1755.6185534012914
662	Hawks (5324)	1754.495700129139
663	Yooper Troopers (4988)	1754.3356551800484
664	The SS Prometheus (2992)	1754.1912146781617
665	TechnoKats Robotics Team (45)	1754.1584152747587
666	The Daleks (3637)	1754.1256035499903
667	Maroon Monsoon (4929)	1754.0726886937368
668	Vi-Bots (5167)	1752.696252598976
669	SPARTRONS (4471)	1752.590876364711
670	Cockadoodle Dominators (3931)	1752.2153842046093
671	Infinite Loop (2648)	1752.010117358013
672	Dynamos (250)	1751.973288093605
673	Green Reapers (1735)	1751.5209155234
674	Robohawks (1985)	1751.3101583640314
675	Robokong (2493)	1751.2283219663407
676	The Blue Devils (4130)	1750.6759142560084
677	RPM  - Robotics Plus Mayhem  (156)	1750.391282681252
678	LIA Kungfu Engineers (6162)	1750.0004682976164
679	Octo(PI)Rates (3502)	1749.8940567132747
680	RoboKnights (3669)	1749.7230351302144
681	Shaker Robotics (2791)	1748.5968104060262
682	STORMBOTICS (5658)	1748.3877829747648
683	Evolution (2626)	1748.2255850502531
684	Team 8 (8)	1748.144212038035
685	Wild Fire (5454)	1747.1572234456858
686	RoboRangers (4325)	1746.7951224187932
687	Sabre Bytes (772)	1745.9666289635597
688	Team CAUTION (1492)	1745.718166374521
689	WE ROBOT (2705)	1745.2532349659373
690	C Company (2377)	1744.966506163848
691	The Subatomic Smarticles (5677)	1744.5925711989594
692	Robo Riot (3418)	1744.0320955922132
693	Warriors (5942)	1742.988755232213
694	FRESH (1811)	1742.761836386823
695	D cubed (904)	1742.3959303669671
696	ROBOREBELS (1329)	1741.897565897102
697	Knight Vision (3175)	1740.2026290874142
698	Sir Lancer Bots (2977)	1739.996826714803
699	IceStorm (3054)	1739.799194180066
700	Calgary Tech Coalition (CTC) (6082)	1739.4615484336255
701	ILLUMICATS (3242)	1738.9278675731866
702	The Jokers (4821)	1738.8765896949399
703	Saber Robotics (2506)	1738.5160742507792
704	MooBotics (5926)	1738.266096430543
705	Galileo (3034)	1737.9831494480943
706	Cyber Warriors (371)	1737.752727610184
707	NEW Apple Corps (93)	1737.636032862711
708	Junkyard Dawgs (4835)	1735.8130647728433
709	Bearcats (5155)	1735.6682977997564
710	Rio Raidicons (4698)	1735.5325868101093
711	Alternating Current (2234)	1735.5291182012495
712	Purple Haze (418)	1735.2906063608489
713	B. C. Robotics (4504)	1735.2527326886216
714	Electric Eagles (3684)	1735.2057198351188
715	X-Bots (5810)	1734.1263785656924
716	Exploding Bacon (1902)	1734.059346451232
717	TJ(Squared) (88)	1733.7657508105597
718	G.R.R. (Greater Rochester Robotics) (340)	1733.643736686265
719	The Outliers (5687)	1733.6353380154198
720	The Great Lakers (5878)	1732.3076024515651
721	The Drop Bears (4774)	1732.100214437894
722	Robotic Eagles (5507)	1732.070800935192
723	CWNC - Trojanators (5740)	1731.6908855233182
724	LuNaTeCs (316)	1731.6558648693024
725	Something's Bruin (4550)	1730.842001732599
726	ROBOCUBS (4205)	1730.8291768165438
727	TREAD (3219)	1729.567010185055
728	Rosie Robotics (839)	1728.8473457102418
729	AwtyBots (5829)	1728.7924592400009
730	Infernobotix (4458)	1728.606043843855
731	East Cobb Robotics (4910)	1728.320811357875
732	Morpheus (5813)	1728.1435350543275
733	Cyborg Cats (4256)	1727.8235623205233
734	Robo-Saxons (5248)	1727.4493058513367
735	Cruzin' Comets (1143)	1726.4022636773009
736	Technical Difficulties (4085)	1726.0458065369662
737	Granite City Gear Heads (3244)	1725.6758119326366
738	Devil-Tech (1559)	1725.2311242397966
739	Rocket Robotics (3596)	1724.7866062785504
740	Orange Crush (3026)	1724.690411306919
741	Caxys (3734)	1724.437154077309
742	KING TeC (2169)	1724.2225679100568
743	Team FridgeBot (5084)	1724.1970673794365
744	Circuit Birds (4601)	1724.1835929058664
745	Viking Robotics (1989)	1723.4173305296144
746	Tiger Strike (6026)	1723.3308536956417
747	BeaverworX (2609)	1723.0703423343987
748	Red Arrows (3234)	1722.8789632015237
749	Road Dogs (3511)	1722.7329980955692
750	Perpetual Chaos (931)	1722.6637633095
751	The Wolfbotz (4634)	1721.219823766665
752	Wavelength (3572)	1720.734964052958
753	St. Helens Robotics and Engineering Club (SHREC) (5450)	1720.0550844549807
754	Penn Robotics (135)	1720.0408645943544
755	RoboRaiders (75)	1719.2087031963263
756	The Robo Devils (5036)	1718.5527898332516
757	CTC Inspire (5801)	1718.532824879667
758	The MidKnight Inventors (1923)	1718.4214936905087
759	Twisted Devils (4381)	1717.9750364995114
760	Centreville Robotics (5243)	1717.8344822918452
761	Invictus (3593)	1716.9519148017453
762	LigerBots (2877)	1716.8939099823458
763	RoboRoos (4537)	1716.837195553982
764	Cognitive Hazard (5491)	1716.4903764219803
765	CardinalBots (4269)	1716.144217515394
766	Milton Mustangs (3571)	1716.1326057126876
767	The Highlanders (4499)	1715.4028283172104
768	Robo - Beavers (3658)	1715.118170430773
769	Titaniums (1590)	1714.6320730698537
770	Tech Heads (1658)	1714.5310572109117
771	GearHogs (3612)	1713.8464631576612
772	Talons (5232)	1712.257031232005
773	Lincoln High School Tigers (5540)	1712.2333990899065
774	S.W.A.G. (4060)	1711.6963324190497
775	CC Shambots (5907)	1711.63505838988
776	Blue Devils (6226)	1711.3886094594259
777	Stealth Robotics (4089)	1711.315539288098
778	CRyptonite (624)	1710.6156525086085
779	Hackbots (3414)	1710.2645222626786
780	Cyberius (6017)	1709.813133731529
781	Ragin' C- Biscuits of San Ramon Valley High (1280)	1709.3267805612793
782	BullBots (4368)	1709.311306125233
783	Lebotics (5948)	1708.4869461881003
784	Mechanical Marauders (271)	1706.935287445322
785	Flyer Robotics (4623)	1706.9073932084684
786	Mechstangs (6208)	1706.4610525202743
787	Lunar Kitties (5930)	1706.0167844514372
788	Illusion Robotics  (5852)	1705.8750451780056
789	Huskies (5439)	1705.5528311699463
790	Red Dragons (527)	1705.2816424461619
791	Naskcorpions (2594)	1704.9636028277937
792	The Professionals  (5730)	1704.8014100173418
793	ASTEC Explorers (2986)	1704.7556236392018
794	N.E.R.D.S. (Nifty Engineering Robotics Design Squad) (1726)	1704.5483728855197
795	Metal Jackets (4364)	1703.7936467667457
796	Knight Vision (4940)	1703.5761656090522
797	The Blair Robot Project (449)	1703.0136587364266
798	Team Rocket (2723)	1702.5406875988804
799	Wolverine Robotics (3225)	1702.2417307181736
800	SeaBot (1258)	1701.8997109608072
801	Dragons (5002)	1701.619119938755
802	Elysium (1937)	1700.897173385332
803	RoboGenesis (2988)	1700.8285809760725
804	Aurora (6165)	1700.3819030078228
805	All Knights (3944)	1700.3470826591872
806	Ironmen Robotics (4653)	1699.8646574647405
807	SMART  Spruce Mountain Area Robotics Team (3930)	1699.7610351551434
808	Mustangs (3800)	1697.688789327742
809	Fightin' Robotic Owls (5401)	1697.5056053967319
810	Blue Prints (4486)	1697.3844621085582
811	BEAST Robotics (2202)	1696.259340004792
812	Titans (2620)	1696.2063118122514
813	The Cat Machine (5924)	1695.307519272613
814	Basement Lions (5806)	1695.0937711605986
815	Blacktown Boys (4801)	1694.8281138292282
816	Blue Ops Robotics (4216)	1694.6112578092911
817	Trailblazers (5955)	1694.1472390239805
818	Paradigm Shift (1259)	1694.1354682213987
819	Royal T-Wrecks (3206)	1694.0596200056177
820	The Plaid Pillagers (2538)	1692.9218396001745
821	Onyxtronix (2231)	1692.4956913420058
822	Ninjas (4744)	1692.3079395515747
823	Technomancers (1758)	1692.071367529582
824	Shenzhen  School  United (5823)	1691.6477327987932
825	EMUs (Experimental Mayhem Unit) (4729)	1691.600994132232
826	RoboPanthers (4718)	1691.6005592879956
827	The FEDS (201)	1690.949467616981
828	Ultime (5528)	1690.8082654933496
829	CANbotics (5807)	1690.707079853356
830	Thundercats (3559)	1690.4970157522996
831	Orange Crush (5531)	1690.4534013133805
832	SparTechs (834)	1688.546067873991
833	Team Phoenix (703)	1688.0125193019214
834	Robo-Panthers (2262)	1687.779933987575
835	The Cyborgs (1825)	1687.4218126307494
836	G.E.A.R.s (Great Engineers Awesome Robots) (2181)	1687.2271540679249
837	Icarus (2081)	1686.818777707595
838	Chargers (4189)	1686.547083895444
839	TICK (6018)	1686.1203666298372
840	BraveBots (4682)	1686.044954254679
841	Cerberus (5725)	1685.8606297373951
842	HCRC (2544)	1684.4699374156407
843	RoboEAGLES  (3488)	1684.4584531957419
844	Hurricane Robotics (2969)	1684.3792550591515
845	Onaway Onabots (5534)	1684.164275175567
846	I AM Robot (4810)	1683.38954730314
847	Cleveland's Team (120)	1683.2189894980288
848	BayBots (601)	1683.0945256693979
849	Team Sycamore (5614)	1682.8655725646788
850	Majestic Eagles (4811)	1682.5920148333105
851	Phantom Mentalist (2028)	1681.7400284537018
852	Robodogs (435)	1681.7248508880339
853	Kamehameha RoboWarriors (2444)	1680.874966131738
854	Mariner Robotics (3267)	1680.8106401129812
855	Titanium (1160)	1680.7101103460543
856	Ossining O-Bots (4122)	1680.2177903587053
857	ZooBOTix (6002)	1678.7689163820644
858	The Regulators (3275)	1676.5261452216855
859	Flurb (5843)	1675.5131224154893
860	CyberTooth (3940)	1674.715901738386
861	Wolf Pack (5721)	1673.629463306964
862	Aluminum Narwhals (3128)	1673.5556719582828
863	HERMES (2001)	1673.4705187716177
864	spartans (6229)	1673.3240437147917
865	The Dragons (1595)	1672.4811641538006
866	Bionic Polars (2501)	1672.0095063983435
867	Imperial Robotics (4286)	1671.750324383263
868	MEGALODONS (333)	1671.580188916222
869	SOTA Cyberdragons (5700)	1671.4168381542395
870	T-Rex (4935)	1670.5825341417874
871	The Colonials (467)	1670.4154454693858
872	Cougars Gone Wired (2996)	1669.3172837768075
873	QC ELITE - Flaming Squirrels (648)	1668.9607627851276
874	Girls on Fire (5679)	1668.1458534984251
875	EastBots (4795)	1667.7138495957217
876	Les PATenteux (5443)	1667.4131063855252
877	RoboDoves (2528)	1667.333384839543
878	Viking Robotics Team (4098)	1667.1833738560729
879	Pisgah Robotics (4749)	1666.522302091334
880	Generals (4352)	1666.4750315379804
881	Sultans (3965)	1666.0024774978215
882	RoboActive (2096)	1665.4445992461356
883	Under Control (1156)	1665.3135658262051
884	E-Hawks (6199)	1664.769966114968
885	Crimson Tide Engineers (2961)	1664.5013640891302
886	MetalCow Robotics (4213)	1664.5003304238742
887	Roboforce (484)	1664.3808319278032
888	The Red Plague (3010)	1663.9402754080738
889	WCR (6171)	1663.5390283198092
890	Blue Crew (6153)	1663.322973923368
891	CDS Cyclones (4951)	1663.2215792861164
892	Grizzly Robotics (470)	1663.0329860695501
893	The Lightning Lancers (1444)	1662.9143399584198
894	Devilbots (4097)	1662.3907444678218
895	Like a Boss. (5509)	1662.3758610931375
896	Iron Devils (1647)	1661.6611095638993
897	Minneota Vikings (4182)	1661.3862938443087
898	TEC Tigers (3389)	1661.359243780344
899	Thunder (5475)	1661.0172343636325
900	Ctrl-Z (4096)	1660.3700629099378
901	Sabercats (4146)	1659.8917788551553
902	Gila Monsters (3785)	1659.72689727139
903	BEASTBOT (2855)	1659.4506879112628
904	Pi Hi Samurai (1076)	1658.5663821217302
905	Atomic Vikings (5256)	1657.2266612317956
906	Striking Vikings (5851)	1657.2248863936743
907	The Body Electric  (1389)	1657.0519168227756
908	Tiger Robotics (4978)	1656.0178131315809
909	Krewe de Reauxbotics (4353)	1655.9144550001708
910	PRIDE Robotics (5141)	1655.7285628979494
911	Viper Drive (3490)	1655.572287212852
912	Field of STEMs (5638)	1655.40461408664
913	Monty Pythons (2151)	1655.3051871436705
914	The Dragons (302)	1655.1804002492206
915	Lumberjack Robotics (2534)	1654.9652898393867
916	Mecanum Knights (3667)	1654.863846476248
917	Wildcats (4622)	1654.2590153080562
918	G.R.E.A.T. (Grissom Robotics Engineering Applications Team) (3319)	1653.9320317312684
919	The Riveters (1481)	1653.2502843476993
920	RoboRavens1 (1188)	1653.0443109934208
921	Falcon Robotics (1626)	1652.587124002278
922	Titan Robotics (5882)	1652.4365856402608
923	W.A.F.F.L.E.S. (4476)	1652.2652416451056
924	Delta Prime (4473)	1652.0064184432592
925	SWAT (771)	1651.7612547431233
926	The Gryphons (2634)	1651.4139262361618
927	Wirecats (5686)	1651.3238074002893
928	The Charge (2619)	1651.185318979045
929	Team Paradox (2102)	1651.1521526011597
930	Joliet Cyborgs  (4241)	1651.119037317013
931	Bond Brigade (5586)	1650.187294378747
932	Jack in the Bot (2910)	1649.8136967624866
933	Raptors (1711)	1649.073135954269
934	Black Magic Robotics (237)	1649.0589916382876
935	ComBBAT (21)	1648.7379856775274
936	Inconceivable (2530)	1648.49661271176
937	Wayland Wildcats (6090)	1648.4887944986626
938	Techno Titans (6178)	1648.3690041163293
939	DRIFT (4091)	1648.3221960108326
940	CIBorgs (4006)	1648.0766058805789
941	Pioneers  (6055)	1647.990543771428
942	Irish Iron (5039)	1647.8145332360368
943	RAGE (Robotics And Gadget Engineering) (173)	1647.3825116384755
944	Raider Robotics (5024)	1647.2567801386272
945	Spartech (4942)	1647.108138826084
946	Thoroughbots (3259)	1646.6628082355048
947	BuzzBots (5063)	1646.0206081293136
948	StormBots (2811)	1645.5160890093568
949	WARPSPEED (4239)	1644.951159137709
950	SentinelFox Engineering (4584)	1644.8096060611786
951	The Governors (2504)	1644.5842507236682
952	Mighty Monkey Wrenches (2016)	1644.4732614128463
953	Titanium-Wrecks (4945)	1644.4300853094262
954	Wolfpack Robotics (5407)	1644.2243739183382
955	Team R Factor (6024)	1643.5846877698466
956	SolidRock  (5568)	1643.2832926108567
957	PorterBots (4292)	1642.2271449103937
958	Pearadox (5414)	1642.1890930127545
959	Viking Robotics (1777)	1642.1455425353463
960	Ohm's Claw (2795)	1641.88281436334
961	Robo Krew (2662)	1640.1987213280795
962	Shadetree Robotics (3999)	1640.1912041872679
963	Alotobots (5152)	1639.7935079097485
964	The Wings of Fire (51)	1639.4780313338879
965	Guardian Angels (5168)	1639.3607610832348
966	3283 Coyote Robotix (3283)	1639.0218200857123
967	TECHNOTICS (1635)	1638.309423083741
968	Warehouse Crew (3299)	1637.8159631863782
969	S*M*A*S*H (2152)	1637.5057434377538
970	Metro Mechanical Monsters (5578)	1637.4719351120348
971	Az-Tech Eagles (4680)	1637.1653497591676
972	Trojans (2386)	1637.0159371454552
973	WestyTek (4547)	1636.8703106893097
974	Commandobots (5889)	1636.7054936617355
975	Aztech Robotics (4775)	1635.615147966616
976	Clockwork (3600)	1635.589967977189
977	FRobotics (4150)	1635.2612585149848
978	Harlem Knights (1660)	1635.0243161211258
979	G3 Robotics (1648)	1634.8301071423252
980	Metal Muscle (1506)	1634.4961143394885
981	Tigertrons (222)	1633.4641888330714
982	Lynx (4957)	1633.38504023252
983	MetalBoost (5928)	1633.2266093220155
984	Hicksville J-Birds (1468)	1633.1253546587004
985	Lightning Bots (2010)	1632.7062400391878
986	CyberHawks (2875)	1632.0124161055264
987	Electric Phoenixes (1771)	1631.9229930130457
988	RoboLoCo (5338)	1631.9029791081382
989	Sabin-Sharks (4051)	1631.7659716890143
990	Bean City Bots (3777)	1631.336857477604
991	Grasshoppers (95)	1631.1223078640626
992	WOBOT (141)	1631.0090519556538
993	OtterBots (3293)	1630.4123097254292
994	Rhode Warriors (121)	1630.1668412261777
995	Short Circuit (3484)	1630.0998257178865
996	Red Devils (5589)	1629.5773282180644
997	Volatile Chaos Inhibitors (5203)	1628.5795668456676
998	Annapolis Cougars (6089)	1628.4632271921969
999	Haywire Robotics (1569)	1627.8030444489707
1000	The Dwarvin Engineers (5348)	1627.5266467879935
1001	MavBots (5514)	1627.0758950060606
1002	alzahrawi (6168)	1626.4554706525025
1003	rattlers (3679)	1625.8959133842761
1004	Chargers (894)	1625.7125287774659
1005	The Fighting Unicorns (2399)	1625.5630712019538
1006	100 Scholars (3091)	1624.4586039356047
1007	Pirate Robotics (6032)	1624.1681109618373
1008	Huskyteers (4913)	1624.071010739329
1009	Hilltoppers (1732)	1623.8986671135592
1010	Torque-Nados (5090)	1622.7618553110751
1011	ROBO-KAOS (5078)	1622.63179429982
1012	Revive Robotics (5808)	1622.613027512881
1013	Las Guerrillas (469)	1622.1862414245961
1014	Thunderhawks (1038)	1621.5144499219584
1015	PiRobotics (6039)	1621.256517770578
1016	ROSBOTS (5572)	1621.0035283530538
1017	Mustangs (4174)	1620.9344058407346
1018	VB Stingers (3053)	1620.707272377778
1019	E.J. Lajeunesse (5426)	1620.5236406895401
1020	THE GREEN TEAM (885)	1619.6439790366708
1021	RoboRavens (4783)	1618.8741511446829
1022	Cyber Eagles (606)	1618.7709118803207
1023	The A.N.T. (3179)	1618.7705508469585
1024	The Corsairs (2612)	1618.7061850277214
1025	Overclocked (246)	1618.2138995035532
1026	TAS Robotics (4253)	1617.469522892689
1027	Team Supreme (5659)	1617.379683952545
1028	BadgerBOTS (1306)	1616.892643031598
1029	WARLords (2485)	1616.890736760319
1030	Cyber-Manes (4823)	1615.9534124841957
1031	Casa Robotics (2261)	1615.723820162604
1032	Patriotics (5913)	1615.6693352344732
1033	Team Falcon (2600)	1615.5812307881279
1034	2PawR (2 Paw Robotics) (5462)	1615.0394045168287
1035	TechKnights (334)	1614.5142856609239
1036	The Technonuts (155)	1613.6547258365558
1037	Hostile Gato Robotics (4005)	1613.6216571510322
1038	Cool Geeks (2348)	1613.4602915296753
1039	Kinetic Knights (781)	1613.3831940227685
1040	The GreenVillains (281)	1613.3634870382025
1041	TLK Robotics / Binary Power (5921)	1613.301399547755
1042	Boneyard Robotics (2682)	1612.3675503093177
1043	AIM Robotics (1123)	1611.8305362022234
1044	AZTECHS (157)	1611.574968479916
1045	Cephatron (1860)	1611.479909259988
1046	High Scalers (3009)	1611.4714101116435
1047	Botcats  (6097)	1611.3916654869954
1048	FIRST Responders (695)	1611.1908813092214
1049	Gearaffes (5404)	1611.1111950665604
1050	Central Lake Trobotics (5560)	1610.6442912938105
1051	Scotbots (4132)	1610.5391738774272
1052	Regal Eagles (2869)	1610.4745102498725
1053	EagleForce (2073)	1609.9521653942445
1054	TechTigers (3654)	1609.9189408403156
1055	Brotherhood of Steel (6056)	1609.7198972453366
1056	Full-metal Robotics (4683)	1609.4724810869122
1057	Pigmice (2733)	1609.401668094517
1058	tCATs (5526)	1609.3640431975732
1059	Aluminati (5495)	1609.3176229036335
1060	Twisted Gears (5845)	1609.126437737797
1061	CyberTitans (3793)	1608.587858612031
1062	Cougar Robotics (1982)	1608.3327580681146
1063	CORE G IX (3741)	1607.7083585297742
1064	Ninjineers (2383)	1607.4030914808561
1065	Raider Robotics (5561)	1606.9593160788452
1066	Duxbury Dragons (4908)	1606.337963331254
1067	Carbonauts (1829)	1606.327103669476
1068	E.A.R.L and the Chillbots (5998)	1606.1900152301748
1069	NullPointerException (4030)	1604.3367711758624
1070	Pirates (3056)	1604.208384387308
1071	Iron Patriots (4135)	1603.7266782498548
1072	The Instigators (1596)	1603.468501303357
1073	Mechapirates (5136)	1603.4600245887175
1074	Entropy (138)	1603.1210662941955
1075	Team RoboHawk (3373)	1603.0694990784232
1076	Robosapiens (3704)	1601.4730555286114
1077	Digital Hawks (1769)	1601.4179099098508
1078	C-RockBotics (4298)	1600.987102493949
1079	System Overload Robotics (6059)	1600.258609267899
1080	Falconators (5238)	1599.8747276853962
1081	Red River Robotics (2354)	1599.235255911751
1082	POBots (353)	1599.0936407898175
1083	RIKITIK (3996)	1598.908698847625
1084	MechaMonarchs (2896)	1598.8573535527612
1085	The Law (2457)	1598.3476360966947
1086	The Robotomies (1277)	1597.9717718583008
1087	The Janksters (1967)	1597.6154298462143
1088	TaRDIS (5416)	1597.3933896988729
1089	S.P.E.E.D (3542)	1597.33942610259
1090	RIOT (4562)	1596.7626135337186
1091	ATA  Coregears (4390)	1596.107161364541
1092	RoboBlitz (3936)	1595.9434101757818
1093	Enigma Robotics (2075)	1595.825579521822
1094	Nautilus (4010)	1595.6878419629072
1095	The Fighting RoboVikings (2607)	1595.37230646284
1096	Team Implosion (2484)	1594.9067564421885
1097	Patriots (3205)	1594.8522281078506
1098	Gators (3750)	1594.434253775336
1099	Birds Of Prey (181)	1594.245374009859
1100	Robodragon (4630)	1594.1836338518096
1101	Eagle Engineering (1138)	1593.9825967357203
1102	FUTURE Dinos (3491)	1593.5573281053987
1103	R3P2 (5834)	1592.8319478784204
1104	Do the Thing (6114)	1592.798344583616
1105	Black Unicorns (5135)	1592.4770270622937
1106	Operation PEACCE Robotics  (3461)	1592.3313829490944
1107	Cyber Tribe (4020)	1592.0475311950138
1108	Teens 'Nto Technology (3840)	1591.7171241939052
1109	Berkeley High Robotics (5499)	1590.6270926345267
1110	''The Green Machine'' (1816)	1589.542367303638
1111	Overland BlazerBots (3807)	1589.156571173439
1112	Hedgehogs (587)	1589.0549319420609
1113	Northern Knights (296)	1588.3424722597115
1114	DuRT  (De Smet united Robotics Team) (1178)	1587.8475128901375
1115	Secret City Wildbots (4265)	1587.5834866782745
1116	Alpha+ (2130)	1587.518052996679
1117	TigerBytes (4209)	1586.853997427247
1118	MooNa (5636)	1586.3644710134313
1119	Saugatuck Robotics (5610)	1585.373957383933
1120	Pridetronics (3853)	1585.2032374000607
1121	Huskies (4226)	1584.9907650268412
1122	Titan Robotics (2022)	1584.931130397302
1123	Nuts and Bots (4508)	1584.6561821989987
1124	The Teutonic Force (5096)	1584.163613395382
1125	4-H/Redbank Robotics (3957)	1583.4191388714864
1126	Battle Guard (6111)	1583.118444016839
1127	Career Magnet Academy (5508)	1583.0536103628688
1128	Roaring Riptide (4118)	1582.8826017627923
1129	The T-Hawks (1100)	1582.7948074094293
1130	The Patriots (5841)	1581.9294023790865
1131	TigerBots (2515)	1581.8909140653102
1132	Ground Zero (4409)	1581.1560473562115
1133	Titanium Tigers (2944)	1580.7012447891195
1134	RoboDogs (2171)	1579.794679108106
1135	Lancer Robotics (2437)	1579.540172121447
1136	Cougar Robotics (1403)	1579.2670460620213
1137	Imprimis Deo (4398)	1579.1556131257723
1138	Hurricanes (5339)	1578.5921091752093
1139	The Umbrella Corporation (1719)	1578.5409015769317
1140	Brain Waves (6027)	1578.0542860000382
1141	Pheonix (3570)	1578.0448981748073
1142	Tempest (1927)	1577.9791000050172
1143	The Botcats (128)	1577.9639705833367
1144	EAST at HHS (5153)	1577.2579802440287
1145	The Generals (283)	1576.690461436614
1146	3473: Team Sprocket (3473)	1576.0372960150328
1147	Bad News Bots (4012)	1576.0292553858546
1148	TecDroid (3354)	1575.6856574134513
1149	STAR Warriors (4243)	1575.4356650286174
1150	M.A.R.S. Rovers (4004)	1575.1970702141007
1151	Deus ex Machina (2232)	1575.0724655360343
1152	Ramen (4461)	1574.8907990326784
1153	DAUN ( Dumbledore's Army of United Nerds) (4617)	1574.6700050150184
1154	ChiefBots (5692)	1574.6195519024266
1155	NUKES (4310)	1574.0068939544897
1156	Griffin Robotics (5327)	1573.8004047279142
1157	M*A*S*H (4077)	1573.5367614930842
1158	LA Streetbots (4964)	1573.4441072619225
1159	The Robockets (4761)	1573.4414318046881
1160	MaxTech  (4343)	1573.3219537545137
1161	HURRICANES (3171)	1572.73442771428
1162	Conductors (4580)	1572.6739582400767
1163	Orion (5824)	1571.9674012612666
1164	Phoenix (1797)	1571.4626004448355
1165	The Pink Panthers (2048)	1571.4252478585117
1166	C4 Robotics (3543)	1571.2828820411771
1167	Robots by the C (2084)	1571.1508608473634
1168	The Funky Monkeys (846)	1570.932158686329
1169	RAWC (Robotics Alliance Of West Covina) (968)	1570.8577238189678
1170	The Midnight Mechanics (812)	1570.7124727547996
1171	The FBI - FIRST Bots of Independence (1723)	1570.1510234702287
1172	Pink Detectives (5446)	1569.6606577762004
1173	SLCI (5911)	1569.4634059637337
1174	Robototes (2412)	1569.4433346370427
1175	K-Botics (2809)	1568.922178440013
1176	Perpetual Recursion (4154)	1568.8244276928035
1177	Knight & Nerdy (2797)	1568.7814381598998
1178	RAMAZOIDZ (2185)	1568.6826431565044
1179	Metal Mallards (4692)	1568.6558840907926
1180	Xrams (6200)	1568.5496953227137
1181	Cavaliers (2978)	1568.186999570486
1182	Wolfpack Robotics (3859)	1567.9851034348453
1183	QWERTY Robotics (3278)	1567.4405783225254
1184	Huskie Robotics (3061)	1566.5149584830367
1185	Robotitans (3007)	1566.3912850499937
1186	TrekNorth First City Robotics (3754)	1565.921729173835
1187	Arrowbotics (3482)	1565.910893071702
1188	River City Robotics (5034)	1565.7778364796854
1189	The WildHats (100)	1565.2346112743703
1190	FullMetal Falcons (4557)	1564.5909989244403
1191	Hamilton Microbots (698)	1564.5611162228681
1192	ThunderDogs (5613)	1564.401251971295
1193	Snobotics (981)	1564.3920187010544
1194	Dundee Vi-Borgs (4395)	1564.0718642317647
1195	DERT - Dunlap Eagles Robotics Team (2040)	1564.0440766234758
1196	Rise of the Warrior Bots (5603)	1562.7621973926066
1197	The Ravonics Revolution (1710)	1562.6790993993197
1198	Mech Tech (3959)	1562.5881651931916
1199	Bots in Shining Armour (3848)	1562.4270906455968
1200	Pirate Robotics (2388)	1562.2218429282577
1201	The Joker (4320)	1561.2049022895624
1202	The Automatics (6128)	1560.924259143253
1203	Digital Minds (5458)	1560.8118131194465
1204	Robocats (1699)	1560.7647771851682
1205	The Collective (4906)	1560.411650377797
1206	Power Hawks (1111)	1560.1100226755932
1207	Titanium Titans (4467)	1559.8930899779182
1208	Grace Lutheran College (6063)	1559.4511622954435
1209	Retro-bots (5468)	1558.8516992441319
1210	Unplugged (6093)	1557.2659038275478
1211	CooneyTech (269)	1556.528429855223
1212	Iron Fangs (5986)	1556.3755449916953
1213	Memento Vitam (5484)	1556.3520890045656
1214	Renaissance Robotics (4525)	1556.0631256625197
